Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Waf[0]_12[23:0],ANC_SYSTEM/Waf[1]_13[23:0],ANC_SYSTEM/Waf[2]_14[23:0],ANC_SYSTEM/Waf[3]_15[23:0],ANC_SYSTEM/Waf[4]_16[23:0],ANC_SYSTEM/Waf[5]_17[23:0],ANC_SYSTEM/Waf[6]_18[23:0],ANC_SYSTEM/Waf[7]_19[23:0],ANC_SYSTEM/Waf[8]_20[23:0],ANC_SYSTEM/Waf[9]_21[23:0],ANC_SYSTEM/Waf[10]_22[23:0],ANC_SYSTEM/Waf[11]_23[23:0],ANC_SYSTEM/Waf[12]_24[23:0],ANC_SYSTEM/Waf[13]_25[23:0],ANC_SYSTEM/Waf[14]_26[23:0],ANC_SYSTEM/Waf[15]_27[23:0],ANC_SYSTEM/Waf[16]_28[23:0],ANC_SYSTEM/Waf[17]_29[23:0],ANC_SYSTEM/Waf[18]_30[23:0],ANC_SYSTEM/Waf[19]_31[23:0],ANC_SYSTEM/Waf[20]_32[23:0],ANC_SYSTEM/Waf[21]_33[23:0],ANC_SYSTEM/Waf[22]_34[23:0],ANC_SYSTEM/Waf[23]_35[23:0]
9,9,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
10,10,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
11,11,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
12,12,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
13,13,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
14,14,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
15,15,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
16,16,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
17,17,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
18,18,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
19,19,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
20,20,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
21,21,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
22,22,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
23,23,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
24,24,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
25,25,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
26,26,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
27,27,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
28,28,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
29,29,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
30,30,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
31,31,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
32,32,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
33,33,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
34,34,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
35,35,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
36,36,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
37,37,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
38,38,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
39,39,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
40,40,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
41,41,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
42,42,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
43,43,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
44,44,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
45,45,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
46,46,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
47,47,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
48,48,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
49,49,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
50,50,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
51,51,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
52,52,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
53,53,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
54,54,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
55,55,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
56,56,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
57,57,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
58,58,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
59,59,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
60,60,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
61,61,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
62,62,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
63,63,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
64,64,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
65,65,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
66,66,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
67,67,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
68,68,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
69,69,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
70,70,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
71,71,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
72,72,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
73,73,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
74,74,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
75,75,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
76,76,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
77,77,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
78,78,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
79,79,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
80,80,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
81,81,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
82,82,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
83,83,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
84,84,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
85,85,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
86,86,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
87,87,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
88,88,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
89,89,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
90,90,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
91,91,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
92,92,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
93,93,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
94,94,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
95,95,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
96,96,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
97,97,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
98,98,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
99,99,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
100,100,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
101,101,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
102,102,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
103,103,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
104,104,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
105,105,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
106,106,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
107,107,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
108,108,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
109,109,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
110,110,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
111,111,0,-895019,-512791,-2713774,-1425468,-512944,-4185668,-4674248,2036388,792615,2625622,-5101864,-4853545,-1841335,1015850,-6402784,-7153165,3579061,-1801994,-999686,1379973,-558565,-609169,-573464,-1381649
