Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Waf[0]_12[23:0],ANC_SYSTEM/Waf[1]_13[23:0],ANC_SYSTEM/Waf[2]_14[23:0],ANC_SYSTEM/Waf[3]_15[23:0],ANC_SYSTEM/Waf[4]_16[23:0],ANC_SYSTEM/Waf[5]_17[23:0],ANC_SYSTEM/Waf[6]_18[23:0],ANC_SYSTEM/Waf[7]_19[23:0],ANC_SYSTEM/Waf[8]_20[23:0],ANC_SYSTEM/Waf[9]_21[23:0],ANC_SYSTEM/Waf[10]_22[23:0],ANC_SYSTEM/Waf[11]_23[23:0],ANC_SYSTEM/Waf[12]_24[23:0],ANC_SYSTEM/Waf[13]_25[23:0],ANC_SYSTEM/Waf[14]_26[23:0],ANC_SYSTEM/Waf[15]_27[23:0],ANC_SYSTEM/Waf[16]_28[23:0],ANC_SYSTEM/Waf[17]_29[23:0],ANC_SYSTEM/Waf[18]_30[23:0],ANC_SYSTEM/Waf[19]_31[23:0],ANC_SYSTEM/Waf[20]_32[23:0],ANC_SYSTEM/Waf[21]_33[23:0],ANC_SYSTEM/Waf[22]_34[23:0],ANC_SYSTEM/Waf[23]_35[23:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED
254,254,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
255,255,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
256,256,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
257,257,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
258,258,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
259,259,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
260,260,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
261,261,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
262,262,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
263,263,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
264,264,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
265,265,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
266,266,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
267,267,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
268,268,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
269,269,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
270,270,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
271,271,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
272,272,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
273,273,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
274,274,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
275,275,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
276,276,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
277,277,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
278,278,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
279,279,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
280,280,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
281,281,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
282,282,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
283,283,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
284,284,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
285,285,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
286,286,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
287,287,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
288,288,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
289,289,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
290,290,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
291,291,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
292,292,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
293,293,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
294,294,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
295,295,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
296,296,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
297,297,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
298,298,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
299,299,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
300,300,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
301,301,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
302,302,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
303,303,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
304,304,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
305,305,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
306,306,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
307,307,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
308,308,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
309,309,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
310,310,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
311,311,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
312,312,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
313,313,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
314,314,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
315,315,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
316,316,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
317,317,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
318,318,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
319,319,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
320,320,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
321,321,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
322,322,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
323,323,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
324,324,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
325,325,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
326,326,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
327,327,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
328,328,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
329,329,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
330,330,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
331,331,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
332,332,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
333,333,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
334,334,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
335,335,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
336,336,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
337,337,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
338,338,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
339,339,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
340,340,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
341,341,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
342,342,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
343,343,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
344,344,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
345,345,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
346,346,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
347,347,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
348,348,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
349,349,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
350,350,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
351,351,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
352,352,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
353,353,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
354,354,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
355,355,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
356,356,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
357,357,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
358,358,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
359,359,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
360,360,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
361,361,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
362,362,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
363,363,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
364,364,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
365,365,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
366,366,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
367,367,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
368,368,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
369,369,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
370,370,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
371,371,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
372,372,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
373,373,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
374,374,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
375,375,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
376,376,0,-1063102,4779013,-5931330,-5822789,2294141,-4707380,2544628,-3125129,-4745560,570480,-2034784,1456457,141409,3778516,-1335158,1885335,-425757,-4168538,1960081,4850448,-329593,244579,85460,-217090
