Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wanc[0]_24[23:0],ANC_SYSTEM/Wanc[1]_25[23:0],ANC_SYSTEM/Wanc[2]_26[23:0],ANC_SYSTEM/Wanc[3]_27[23:0],ANC_SYSTEM/Wanc[4]_28[23:0],ANC_SYSTEM/Wanc[5]_29[23:0],ANC_SYSTEM/Wanc[6]_30[23:0],ANC_SYSTEM/Wanc[7]_31[23:0],ANC_SYSTEM/Wanc[8]_32[23:0],ANC_SYSTEM/Wanc[9]_33[23:0],ANC_SYSTEM/Wanc[10]_34[23:0],ANC_SYSTEM/Wanc[11]_35[23:0],ANC_SYSTEM/Wanc[12]_36[23:0],ANC_SYSTEM/Wanc[13]_37[23:0],ANC_SYSTEM/Wanc[14]_38[23:0],ANC_SYSTEM/Wanc[15]_39[23:0],ANC_SYSTEM/Wanc[16]_40[23:0],ANC_SYSTEM/Wanc[17]_41[23:0],ANC_SYSTEM/Wanc[18]_42[23:0],ANC_SYSTEM/Wanc[19]_43[23:0],ANC_SYSTEM/Wanc[20]_44[23:0],ANC_SYSTEM/Wanc[21]_45[23:0],ANC_SYSTEM/Wanc[22]_46[23:0],ANC_SYSTEM/Wanc[23]_47[23:0],ANC_SYSTEM/Wanc[24]_48[23:0],ANC_SYSTEM/Wanc[25]_49[23:0],ANC_SYSTEM/Wanc[26]_50[23:0],ANC_SYSTEM/Wanc[27]_51[23:0],ANC_SYSTEM/Wanc[28]_52[23:0],ANC_SYSTEM/Wanc[29]_53[23:0],ANC_SYSTEM/Wanc[30]_54[23:0],ANC_SYSTEM/Wanc[31]_55[23:0]
9,9,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
10,10,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
11,11,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
12,12,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
13,13,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
14,14,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
15,15,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
16,16,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
17,17,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
18,18,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
19,19,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
20,20,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
21,21,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
22,22,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
23,23,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
24,24,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
25,25,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
26,26,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
27,27,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
28,28,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
29,29,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
30,30,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
31,31,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
32,32,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
33,33,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
34,34,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
35,35,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
36,36,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
37,37,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
38,38,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
39,39,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
40,40,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
41,41,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
42,42,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
43,43,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
44,44,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
45,45,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
46,46,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
47,47,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
48,48,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
49,49,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
50,50,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
51,51,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
52,52,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
53,53,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
54,54,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
55,55,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
56,56,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
57,57,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
58,58,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
59,59,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
60,60,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
61,61,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
62,62,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
63,63,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
64,64,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
65,65,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
66,66,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
67,67,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
68,68,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
69,69,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
70,70,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
71,71,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
72,72,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
73,73,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
74,74,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
75,75,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
76,76,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
77,77,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
78,78,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
79,79,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
80,80,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
81,81,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
82,82,0,3800831,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
83,83,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
84,84,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
85,85,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
86,86,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
87,87,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
88,88,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
89,89,0,2211960,2259817,2306311,2351831,2396007,2438780,2480343,2520825,2560370,2598067,2634710,2669822,2703559,2735753,2767003,2795914,2823508,2849485,2874153,2897261,2918558,2937986,2955694,2971880,2986480,2999038,3009842,3019202,3026077,3030896,3034499,3035181
