Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wanc[0]_24[23:0],ANC_SYSTEM/Wanc[1]_25[23:0],ANC_SYSTEM/Wanc[2]_26[23:0],ANC_SYSTEM/Wanc[3]_27[23:0],ANC_SYSTEM/Wanc[4]_28[23:0],ANC_SYSTEM/Wanc[5]_29[23:0],ANC_SYSTEM/Wanc[6]_30[23:0],ANC_SYSTEM/Wanc[7]_31[23:0],ANC_SYSTEM/Wanc[8]_32[23:0],ANC_SYSTEM/Wanc[9]_33[23:0],ANC_SYSTEM/Wanc[10]_34[23:0],ANC_SYSTEM/Wanc[11]_35[23:0],ANC_SYSTEM/Wanc[12]_36[23:0],ANC_SYSTEM/Wanc[13]_37[23:0],ANC_SYSTEM/Wanc[14]_38[23:0],ANC_SYSTEM/Wanc[15]_39[23:0],ANC_SYSTEM/Wanc[16]_40[23:0],ANC_SYSTEM/Wanc[17]_41[23:0],ANC_SYSTEM/Wanc[18]_42[23:0],ANC_SYSTEM/Wanc[19]_43[23:0],ANC_SYSTEM/Wanc[20]_44[23:0],ANC_SYSTEM/Wanc[21]_45[23:0],ANC_SYSTEM/Wanc[22]_46[23:0],ANC_SYSTEM/Wanc[23]_47[23:0],ANC_SYSTEM/Wanc[24]_48[23:0],ANC_SYSTEM/Wanc[25]_49[23:0],ANC_SYSTEM/Wanc[26]_50[23:0],ANC_SYSTEM/Wanc[27]_51[23:0],ANC_SYSTEM/Wanc[28]_52[23:0],ANC_SYSTEM/Wanc[29]_53[23:0],ANC_SYSTEM/Wanc[30]_54[23:0],ANC_SYSTEM/Wanc[31]_55[23:0]
10,10,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
11,11,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
12,12,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
13,13,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
14,14,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
15,15,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
16,16,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
17,17,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
18,18,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
19,19,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
20,20,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
21,21,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
22,22,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
23,23,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
24,24,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
25,25,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
26,26,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
27,27,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
28,28,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
29,29,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
30,30,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
31,31,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
32,32,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
33,33,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
34,34,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
35,35,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
36,36,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
37,37,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
38,38,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
39,39,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
40,40,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
41,41,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
42,42,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
43,43,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
44,44,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
45,45,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
46,46,0,2028971,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317814,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
47,47,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
48,48,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
49,49,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
50,50,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
51,51,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
52,52,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
53,53,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
54,54,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
55,55,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
56,56,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
57,57,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
58,58,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
59,59,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
60,60,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
61,61,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
62,62,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
63,63,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
64,64,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
65,65,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
66,66,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
67,67,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
68,68,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
69,69,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
70,70,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
71,71,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
72,72,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
73,73,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
74,74,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
75,75,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
76,76,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
77,77,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
78,78,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
79,79,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
80,80,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
81,81,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
82,82,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
83,83,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
84,84,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
85,85,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
86,86,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
87,87,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
88,88,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
89,89,0,2015242,2056893,2097351,2137027,2175423,2212647,2248656,2283564,2317815,2350344,2381771,2411981,2440960,2468438,2495072,2519508,2542829,2564426,2585090,2604209,2621793,2637562,2651862,2664814,2676132,2685728,2693708,2700478,2704858,2707308,2708645,2707309
