Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wanc[0]_24[23:0],ANC_SYSTEM/Wanc[1]_25[23:0],ANC_SYSTEM/Wanc[2]_26[23:0],ANC_SYSTEM/Wanc[3]_27[23:0],ANC_SYSTEM/Wanc[4]_28[23:0],ANC_SYSTEM/Wanc[5]_29[23:0],ANC_SYSTEM/Wanc[6]_30[23:0],ANC_SYSTEM/Wanc[7]_31[23:0],ANC_SYSTEM/Wanc[8]_32[23:0],ANC_SYSTEM/Wanc[9]_33[23:0],ANC_SYSTEM/Wanc[10]_34[23:0],ANC_SYSTEM/Wanc[11]_35[23:0],ANC_SYSTEM/Wanc[12]_36[23:0],ANC_SYSTEM/Wanc[13]_37[23:0],ANC_SYSTEM/Wanc[14]_38[23:0],ANC_SYSTEM/Wanc[15]_39[23:0],ANC_SYSTEM/Wanc[16]_40[23:0],ANC_SYSTEM/Wanc[17]_41[23:0],ANC_SYSTEM/Wanc[18]_42[23:0],ANC_SYSTEM/Wanc[19]_43[23:0],ANC_SYSTEM/Wanc[20]_44[23:0],ANC_SYSTEM/Wanc[21]_45[23:0],ANC_SYSTEM/Wanc[22]_46[23:0],ANC_SYSTEM/Wanc[23]_47[23:0],ANC_SYSTEM/Wanc[24]_48[23:0],ANC_SYSTEM/Wanc[25]_49[23:0],ANC_SYSTEM/Wanc[26]_50[23:0],ANC_SYSTEM/Wanc[27]_51[23:0],ANC_SYSTEM/Wanc[28]_52[23:0],ANC_SYSTEM/Wanc[29]_53[23:0],ANC_SYSTEM/Wanc[30]_54[23:0],ANC_SYSTEM/Wanc[31]_55[23:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED
168,168,0,703910,1079254,1465799,1860006,2259356,2663527,3071139,3480453,3890953,4297222,4691631,5065912,5411753,5719158,5981525,6192855,6350750,6452942,6500424,6493065,6433577,6327120,6166639,5944050,5660366,5321056,4955618,4592497,4229668,3862980,3489591,3122069
169,169,0,703910,1079254,1465799,1860006,2259356,2663527,3071139,3480453,3890953,4297222,4691631,5065912,5411753,5719158,5981525,6192855,6350750,6452942,6500424,6493065,6433577,6327120,6166639,5944050,5660366,5321056,4955618,4592497,4229668,3862980,3489591,3122069
170,170,0,703910,1079254,1465799,1860006,2259356,2663527,3071139,3480453,3890953,4297222,4691631,5065912,5411753,5719158,5981525,6192855,6350750,6452942,6500424,6493065,6433577,6327120,6166639,5944050,5660366,5321056,4955618,4592497,4229668,3862980,3489591,3122069
171,171,0,703910,1079254,1465799,1860006,2259356,2663527,3071139,3480453,3890953,4297222,4691631,5065912,5411753,5719158,5981525,6192855,6350750,6452942,6500424,6493065,6433577,6327120,6166639,5944050,5660366,5321056,4955618,4592497,4229668,3862980,3489591,3122069
172,172,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
173,173,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
174,174,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
175,175,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
176,176,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
177,177,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
178,178,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
179,179,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
180,180,0,703914,1079258,1465803,1860011,2259362,2663532,3071142,3480454,3890953,4297224,4691633,5065914,5411753,5719155,5981520,6192850,6350746,6452939,6500423,6493065,6433574,6327116,6166634,5944044,5660362,5321054,4955617,4592495,4229664,3862976,3489586,3122064
181,181,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
182,182,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
183,183,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
184,184,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
185,185,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
186,186,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
187,187,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
188,188,0,703918,1079263,1465808,1860016,2259368,2663540,3071148,3480457,3890954,4297224,4691635,5065917,5411756,5719155,5981515,6192843,6350739,6452933,6500419,6493064,6433573,6327112,6166628,5944038,5660354,5321048,4955615,4592493,4229661,3862971,3489581,3122058
189,189,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
190,190,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
191,191,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
192,192,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
193,193,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
194,194,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
195,195,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
196,196,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
197,197,0,703923,1079268,1465814,1860022,2259374,2663548,3071158,3480465,3890958,4297225,4691635,5065919,5411760,5719159,5981515,6192837,6350731,6452925,6500412,6493059,6433572,6327111,6166624,5944031,5660346,5321039,4955608,4592490,4229659,3862967,3489575,3122051
198,198,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
199,199,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
200,200,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
201,201,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
202,202,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
203,203,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
204,204,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
205,205,0,703932,1079274,1465820,1860029,2259382,2663555,3071168,3480478,3890968,4297230,4691636,5065919,5411763,5719164,5981520,6192838,6350724,6452915,6500402,6493050,6433566,6327109,6166623,5944026,5660337,5321029,4955596,4592481,4229655,3862964,3489570,3122044
206,206,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
207,207,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
208,208,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
209,209,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
210,210,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
211,211,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
212,212,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
213,213,0,703943,1079286,1465827,1860036,2259391,2663565,3071177,3480490,3890984,4297242,4691642,5065920,5411763,5719168,5981526,6192844,6350725,6452906,6500389,6493037,6433555,6327101,6166621,5944025,5660330,5321018,4955584,4592467,4229644,3862960,3489567,3122038
214,214,0,-4276737,1079299,1465840,1860045,2259399,2663575,3071188,3480500,3890998,4297258,4691656,5065927,5411775,8224688,5981531,6192851,6350732,6452907,6500379,6493037,6433599,6327095,6166615,5944029,5602985,5345589,4955617,4592449,2067450,3928509,3489562,3122034
215,215,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
216,216,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
217,217,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
218,218,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
219,219,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
220,220,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
221,221,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
222,222,0,703950,1079300,1465841,1860045,2259399,2663576,3071189,3480501,3890999,4297261,4691656,5065927,5411765,5719168,5981531,6192851,6350732,6452907,6500379,6493022,6433540,6327088,6166612,5944022,5660329,5321010,4955571,4592452,4229627,3862947,3489562,3122034
223,223,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
224,224,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
225,225,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
226,226,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
227,227,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
228,228,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
229,229,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
230,230,0,703956,1079308,1465856,1860060,2259408,2663585,3071201,3480514,3891011,4297277,4691676,5065943,5411773,5719170,5981531,6192856,6350740,6452914,6500380,6493011,6433524,6327072,6166598,5944012,5660326,5321009,4955562,4592438,4229611,3862928,3489548,3122028
231,231,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
232,232,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
233,233,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
234,234,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
235,235,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
236,236,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
237,237,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
238,238,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
239,239,0,703961,1079314,1465864,1860076,2259424,2663595,3071211,3480526,3891024,4297289,4691693,5065964,5411789,5719179,5981533,6192856,6350745,6452922,6500388,6493012,6433512,6327055,6166581,5943997,5660316,5321006,4955561,4592429,4229596,3862911,3489528,3122013
240,240,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
241,241,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
242,242,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
243,243,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
244,244,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
245,245,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
246,246,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
247,247,0,703967,1079320,1465871,1860085,2259442,2663613,3071222,3480537,3891038,4297304,4691707,5065983,5411813,5719198,5981543,6192858,6350745,6452928,6500397,6493021,6433513,6327042,6166561,5943977,5660299,5320994,4955557,4592427,4229585,3862894,3489509,3121990
248,248,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
249,249,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
250,250,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
251,251,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
252,252,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
253,253,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
254,254,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
255,255,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
256,256,0,703982,1079327,1465878,1860093,2259452,2663633,3071242,3480550,3891050,4297320,4691724,5065999,5411835,5719226,5981564,6192869,6350747,6452928,6500404,6493031,6433523,6327043,6166546,5943955,5660277,5320974,4955544,4592423,4229583,3862882,3489490,3121968
257,257,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
258,258,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
259,259,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
260,260,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
261,261,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
262,262,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
263,263,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
264,264,0,704005,1079343,1465885,1860100,2259460,2663644,3071263,3480572,3891063,4297333,4691741,5066017,5411852,5719249,5981593,6192891,6350759,6452930,6500404,6493038,6433534,6327053,6166547,5943939,5660253,5320951,4955523,4592409,4229579,3862880,3489477,3121948
