Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wsp[0]_36[23:0],ANC_SYSTEM/Wsp[1]_37[23:0],ANC_SYSTEM/Wsp[2]_38[23:0],ANC_SYSTEM/Wsp[3]_39[23:0],ANC_SYSTEM/Wsp[4]_40[23:0],ANC_SYSTEM/Wsp[5]_41[23:0],ANC_SYSTEM/Wsp[6]_42[23:0],ANC_SYSTEM/Wsp[7]_43[23:0],ANC_SYSTEM/Wsp[8]_44[23:0],ANC_SYSTEM/Wsp[9]_45[23:0],ANC_SYSTEM/Wsp[10]_46[23:0],ANC_SYSTEM/Wsp[11]_47[23:0]
159,159,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
160,160,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
161,161,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
162,162,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
163,163,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
164,164,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
165,165,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
166,166,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
167,167,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
168,168,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
169,169,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
170,170,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
171,171,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
172,172,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
173,173,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
174,174,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
175,175,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
176,176,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
177,177,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
178,178,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
179,179,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
180,180,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
181,181,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
182,182,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
183,183,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
184,184,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
185,185,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
186,186,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
187,187,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
188,188,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
189,189,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
190,190,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
191,191,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
192,192,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
193,193,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
194,194,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
195,195,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
196,196,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
197,197,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
198,198,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
199,199,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
200,200,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
201,201,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
202,202,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
203,203,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
204,204,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
205,205,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
206,206,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
207,207,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
208,208,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
209,209,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
210,210,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
211,211,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
212,212,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
213,213,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
214,214,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
215,215,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
216,216,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
217,217,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
218,218,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
219,219,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
220,220,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
221,221,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
222,222,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
223,223,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
224,224,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
225,225,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
226,226,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
227,227,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
228,228,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
229,229,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
230,230,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
231,231,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
232,232,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
233,233,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
234,234,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
235,235,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
236,236,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
237,237,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
238,238,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
239,239,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
240,240,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
241,241,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
242,242,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
243,243,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
244,244,0,-72604,-59688,-50578,-57106,-39897,-54823,-62093,-41256,-37244,-52788,-62996,-51924
