Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wanc[0]_24[23:0],ANC_SYSTEM/Wanc[1]_25[23:0],ANC_SYSTEM/Wanc[2]_26[23:0],ANC_SYSTEM/Wanc[3]_27[23:0],ANC_SYSTEM/Wanc[4]_28[23:0],ANC_SYSTEM/Wanc[5]_29[23:0],ANC_SYSTEM/Wanc[6]_30[23:0],ANC_SYSTEM/Wanc[7]_31[23:0],ANC_SYSTEM/Wanc[8]_32[23:0],ANC_SYSTEM/Wanc[9]_33[23:0],ANC_SYSTEM/Wanc[10]_34[23:0],ANC_SYSTEM/Wanc[11]_35[23:0],ANC_SYSTEM/Wanc[12]_36[23:0],ANC_SYSTEM/Wanc[13]_37[23:0],ANC_SYSTEM/Wanc[14]_38[23:0],ANC_SYSTEM/Wanc[15]_39[23:0],ANC_SYSTEM/Wanc[16]_40[23:0],ANC_SYSTEM/Wanc[17]_41[23:0],ANC_SYSTEM/Wanc[18]_42[23:0],ANC_SYSTEM/Wanc[19]_43[23:0],ANC_SYSTEM/Wanc[20]_44[23:0],ANC_SYSTEM/Wanc[21]_45[23:0],ANC_SYSTEM/Wanc[22]_46[23:0],ANC_SYSTEM/Wanc[23]_47[23:0],ANC_SYSTEM/Wanc[24]_48[23:0],ANC_SYSTEM/Wanc[25]_49[23:0],ANC_SYSTEM/Wanc[26]_50[23:0],ANC_SYSTEM/Wanc[27]_51[23:0],ANC_SYSTEM/Wanc[28]_52[23:0],ANC_SYSTEM/Wanc[29]_53[23:0],ANC_SYSTEM/Wanc[30]_54[23:0],ANC_SYSTEM/Wanc[31]_55[23:0]
11,11,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
12,12,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
13,13,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
14,14,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
15,15,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
16,16,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
17,17,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
18,18,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
19,19,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
20,20,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
21,21,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
22,22,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
23,23,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
24,24,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
25,25,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
26,26,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
27,27,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
28,28,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
29,29,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
30,30,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
31,31,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
32,32,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
33,33,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
34,34,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
35,35,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
36,36,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
37,37,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
38,38,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
39,39,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
40,40,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
41,41,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
42,42,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
43,43,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
44,44,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
45,45,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
46,46,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
47,47,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
48,48,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
49,49,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
50,50,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
51,51,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
52,52,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
53,53,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
54,54,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
55,55,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
56,56,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
57,57,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
58,58,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
59,59,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
60,60,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
61,61,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
62,62,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
63,63,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
64,64,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
65,65,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
66,66,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
67,67,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
68,68,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
69,69,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
70,70,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
71,71,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
72,72,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
73,73,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
74,74,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
75,75,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
76,76,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
77,77,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
78,78,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
79,79,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
80,80,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
81,81,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
82,82,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
83,83,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
84,84,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
85,85,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
86,86,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
87,87,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
88,88,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
89,89,0,1175578,1192754,1209302,1225351,1240387,1255042,1268778,1281961,1294710,1306473,1317332,1327474,1336709,1345177,1353248,1359913,1365703,1370539,1374708,1378044,1380515,1381622,1381921,1381562,1380280,1377924,1374708,1370596,1365089,1358485,1350887,1341901
