Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wanc[0]_0[23:0],ANC_SYSTEM/Wanc[1]_1[23:0],ANC_SYSTEM/Wanc[2]_2[23:0],ANC_SYSTEM/Wanc[3]_3[23:0],ANC_SYSTEM/Wanc[4]_4[23:0],ANC_SYSTEM/Wanc[5]_5[23:0],ANC_SYSTEM/Wanc[6]_6[23:0],ANC_SYSTEM/Wanc[7]_7[23:0],ANC_SYSTEM/Wanc[8]_8[23:0],ANC_SYSTEM/Wanc[9]_9[23:0],ANC_SYSTEM/Wanc[10]_10[23:0],ANC_SYSTEM/Wanc[11]_11[23:0]
236,236,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
237,237,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
238,238,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
239,239,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
240,240,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
241,241,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
242,242,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
243,243,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
244,244,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
245,245,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
246,246,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
247,247,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
248,248,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
249,249,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
250,250,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
251,251,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
252,252,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
253,253,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
254,254,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
255,255,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
256,256,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
257,257,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
258,258,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
259,259,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
260,260,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
261,261,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
262,262,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
263,263,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
264,264,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
265,265,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
266,266,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
267,267,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
268,268,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
269,269,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
270,270,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
271,271,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
272,272,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
273,273,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
274,274,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
275,275,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
276,276,0,-1298044,-1236393,-1158488,-1066331,-930599,-758093,-583871,-412313,-243501,-75388,91087,255772
277,277,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
278,278,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
279,279,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
280,280,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
281,281,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
282,282,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
283,283,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
284,284,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
285,285,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
286,286,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
287,287,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
288,288,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
289,289,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
290,290,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
291,291,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
292,292,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
293,293,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
294,294,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
295,295,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
296,296,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
297,297,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
298,298,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
299,299,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
300,300,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
301,301,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
302,302,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
303,303,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
304,304,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
305,305,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
306,306,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
307,307,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
308,308,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
309,309,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
310,310,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
311,311,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
312,312,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
313,313,0,-1298045,-1236394,-1158489,-1066332,-930600,-758094,-583871,-412313,-243501,-75388,91087,255773
314,314,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
315,315,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
316,316,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
317,317,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
318,318,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
319,319,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
320,320,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
321,321,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
322,322,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
323,323,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
324,324,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
325,325,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
326,326,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
327,327,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
328,328,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
329,329,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
330,330,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
331,331,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
332,332,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
333,333,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
334,334,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
335,335,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
336,336,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
337,337,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
338,338,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
339,339,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
340,340,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
341,341,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
342,342,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
343,343,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
344,344,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
345,345,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
346,346,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
347,347,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
348,348,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
349,349,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
350,350,0,-1298047,-1236395,-1158490,-1066333,-930601,-758095,-583872,-412313,-243501,-75388,91087,255773
351,351,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
352,352,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
353,353,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
354,354,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
355,355,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
356,356,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
357,357,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
358,358,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
359,359,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
360,360,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
361,361,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
362,362,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
363,363,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
364,364,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
365,365,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
366,366,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
367,367,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
368,368,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
369,369,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
370,370,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
371,371,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
372,372,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
373,373,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
374,374,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
375,375,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
376,376,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
377,377,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
378,378,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
379,379,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
380,380,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
381,381,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
382,382,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
383,383,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
384,384,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
385,385,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
386,386,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
387,387,0,-1298049,-1236397,-1158491,-1066334,-930602,-758096,-583873,-412314,-243501,-75388,91087,255773
388,388,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
389,389,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
390,390,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
391,391,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
392,392,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
393,393,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
394,394,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
395,395,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
396,396,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
397,397,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
398,398,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
399,399,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
400,400,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
401,401,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
402,402,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
403,403,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
404,404,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
405,405,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
406,406,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
407,407,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
408,408,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
409,409,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
410,410,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
411,411,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
412,412,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
413,413,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
414,414,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
415,415,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
416,416,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
417,417,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
418,418,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
419,419,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
420,420,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
421,421,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
422,422,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
423,423,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
424,424,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
425,425,0,-1298051,-1236399,-1158493,-1066335,-930603,-758097,-583874,-412315,-243502,-75388,91087,255773
426,426,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
427,427,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
428,428,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
429,429,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
430,430,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
431,431,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
432,432,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
433,433,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
434,434,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
435,435,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
436,436,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
437,437,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
438,438,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
439,439,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
440,440,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
441,441,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
442,442,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
443,443,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
444,444,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
445,445,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
446,446,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
447,447,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
448,448,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
449,449,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
450,450,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
451,451,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
452,452,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
453,453,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
454,454,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
455,455,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
456,456,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
457,457,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
458,458,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
459,459,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
460,460,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
461,461,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
462,462,0,-1298053,-1236401,-1158495,-1066337,-930604,-758098,-583875,-412316,-243503,-75389,91087,255773
463,463,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
464,464,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
465,465,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
466,466,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
467,467,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
468,468,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
469,469,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
470,470,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
471,471,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
472,472,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
473,473,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
474,474,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
475,475,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
476,476,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
477,477,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
478,478,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
479,479,0,-1298055,-1236403,-1158497,-1066339,-930605,-758099,-583876,-412317,-243504,-75390,91086,255773
