Sample in Buffer,Sample in Window,TRIGGER,ANC_SYSTEM/Wanc[0]_0[23:0],ANC_SYSTEM/Wanc[1]_1[23:0],ANC_SYSTEM/Wanc[2]_2[23:0],ANC_SYSTEM/Wanc[3]_3[23:0],ANC_SYSTEM/Wanc[4]_4[23:0],ANC_SYSTEM/Wanc[5]_5[23:0],ANC_SYSTEM/Wanc[6]_6[23:0],ANC_SYSTEM/Wanc[7]_7[23:0],ANC_SYSTEM/Wanc[8]_8[23:0],ANC_SYSTEM/Wanc[9]_9[23:0],ANC_SYSTEM/Wanc[10]_10[23:0],ANC_SYSTEM/Wanc[11]_11[23:0]
75,75,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
76,76,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
77,77,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
78,78,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
79,79,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
80,80,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
81,81,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
82,82,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
83,83,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
84,84,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
85,85,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
86,86,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
87,87,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
88,88,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
89,89,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
90,90,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243503,-75392,91082,255767
91,91,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
92,92,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
93,93,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
94,94,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
95,95,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
96,96,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
97,97,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
98,98,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
99,99,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
100,100,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
101,101,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
102,102,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
103,103,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
104,104,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
105,105,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
106,106,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
107,107,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
108,108,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
109,109,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
110,110,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
111,111,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
112,112,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
113,113,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
114,114,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
115,115,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
116,116,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
117,117,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
118,118,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
119,119,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
120,120,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
121,121,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
122,122,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
123,123,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
124,124,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
125,125,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
126,126,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
127,127,0,-1298040,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243502,-75391,91083,255768
128,128,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
129,129,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
130,130,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
131,131,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
132,132,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
133,133,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
134,134,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
135,135,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
136,136,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
137,137,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
138,138,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
139,139,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
140,140,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
141,141,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
142,142,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
143,143,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
144,144,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
145,145,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
146,146,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
147,147,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
148,148,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
149,149,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
150,150,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
151,151,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
152,152,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
153,153,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
154,154,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
155,155,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
156,156,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
157,157,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
158,158,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
159,159,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
160,160,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
161,161,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
162,162,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
163,163,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
164,164,0,-1298041,-1236390,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75390,91084,255769
165,165,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
166,166,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
167,167,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
168,168,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
169,169,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
170,170,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
171,171,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
172,172,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
173,173,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
174,174,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
175,175,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
176,176,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
177,177,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
178,178,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
179,179,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
180,180,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
181,181,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
182,182,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
183,183,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
184,184,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
185,185,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
186,186,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
187,187,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
188,188,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
189,189,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
190,190,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
191,191,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
192,192,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
193,193,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
194,194,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
195,195,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
196,196,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
197,197,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
198,198,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
199,199,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
200,200,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
201,201,0,-1298042,-1236391,-1158486,-1066329,-930598,-758093,-583871,-412313,-243501,-75389,91085,255770
202,202,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
203,203,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
204,204,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
205,205,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
206,206,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
207,207,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
208,208,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
209,209,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
210,210,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
211,211,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
212,212,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
213,213,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
214,214,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
215,215,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
216,216,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
217,217,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
218,218,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
219,219,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
220,220,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
221,221,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
222,222,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
223,223,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
224,224,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
225,225,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
226,226,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
227,227,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
228,228,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
229,229,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
230,230,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
231,231,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
232,232,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
233,233,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
234,234,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
235,235,0,-1298043,-1236392,-1158487,-1066330,-930598,-758093,-583871,-412313,-243501,-75388,91086,255771
